"date","timestamp","sewer_and_water","power","roads_and_bridges","medical","buildings","shake_intensity","location"
2020-04-07,"12:20:00",6,9,8,NA,10,NA,2
2020-04-08,"21:15:00",10,9,1,NA,3,NA,2
2020-04-06,"20:20:00",10,5,4,NA,5,NA,2
2020-04-06,"19:10:00",0,0,10,NA,3,NA,2
2020-04-08,"02:05:00",8,7,1,NA,7,NA,2
2020-04-08,"03:15:00",9,10,8,NA,8,NA,2
2020-04-07,"08:10:00",5,6,0,NA,9,NA,2
2020-04-06,"15:45:00",10,6,2,NA,1,NA,2
2020-04-06,"04:40:00",5,7,10,NA,1,NA,2
2020-04-06,"03:00:00",2,2,10,NA,2,NA,2
2020-04-07,"08:35:00",0,1,8,NA,2,NA,2
2020-04-08,"07:25:00",4,10,10,NA,7,NA,2
2020-04-09,"15:10:00",0,1,4,NA,9,NA,2
2020-04-08,"09:00:00",5,5,0,NA,10,NA,2
2020-04-10,"12:30:00",2,9,10,NA,10,NA,2
2020-04-06,"04:15:00",3,2,9,NA,10,NA,2
2020-04-06,"21:40:00",2,1,9,NA,10,NA,2
2020-04-07,"16:35:00",9,9,7,NA,10,NA,2
2020-04-08,"21:20:00",8,1,7,NA,5,NA,2
2020-04-10,"06:20:00",9,4,3,NA,6,NA,2
2020-04-07,"18:00:00",0,0,6,NA,0,NA,2
2020-04-07,"08:10:00",6,3,1,NA,8,NA,2
2020-04-06,"07:25:00",0,9,10,NA,9,NA,2
2020-04-10,"02:35:00",9,6,8,NA,5,0,2
2020-04-07,"21:35:00",1,5,4,NA,4,NA,2
2020-04-08,"20:35:00",3,5,5,NA,5,NA,2
2020-04-10,"22:00:00",5,4,3,NA,10,NA,2
2020-04-06,"00:10:00",1,7,1,NA,2,NA,2
2020-04-06,"17:25:00",2,5,10,NA,6,NA,2
2020-04-09,"21:30:00",10,1,8,NA,5,NA,2
2020-04-10,"00:35:00",0,2,9,NA,6,NA,2
2020-04-09,"20:20:00",5,2,5,NA,6,NA,2
2020-04-08,"16:25:00",6,1,7,NA,1,1,2
2020-04-10,"21:30:00",9,1,4,NA,2,NA,2
2020-04-07,"23:35:00",1,10,3,NA,3,NA,2
2020-04-09,"00:15:00",2,1,7,NA,2,NA,2
2020-04-06,"07:35:00",6,9,4,NA,5,NA,2
2020-04-08,"01:10:00",6,10,10,NA,9,0,2
2020-04-09,"14:40:00",7,4,4,NA,2,NA,2
2020-04-07,"04:40:00",0,8,0,NA,9,NA,2
2020-04-10,"17:15:00",5,9,7,NA,2,NA,2
2020-04-09,"10:25:00",4,2,10,NA,3,NA,2
2020-04-07,"10:30:00",7,5,5,NA,0,NA,2
2020-04-09,"20:15:00",10,7,3,NA,0,NA,2
2020-04-06,"10:00:00",4,1,1,NA,10,NA,2
2020-04-10,"21:00:00",6,1,2,NA,10,NA,2
2020-04-06,"05:55:00",6,7,7,NA,9,NA,2
2020-04-10,"16:00:00",8,0,0,NA,5,NA,2
2020-04-07,"06:20:00",6,1,10,NA,10,NA,2
2020-04-09,"18:55:00",0,6,4,NA,7,1,2
2020-04-06,"00:00:00",2,8,5,NA,3,0,2
2020-04-07,"06:30:00",0,6,4,NA,9,0,2
2020-04-09,"17:55:00",0,10,2,NA,9,NA,2
2020-04-08,"15:55:00",8,7,2,NA,0,NA,2
2020-04-06,"13:50:00",4,7,2,NA,10,NA,2
2020-04-07,"23:15:00",0,2,1,NA,5,NA,2
2020-04-07,"21:05:00",1,5,7,NA,4,NA,2
2020-04-08,"20:10:00",0,10,1,NA,1,1,2
2020-04-09,"08:10:00",8,4,9,NA,0,NA,2
2020-04-10,"04:55:00",5,2,7,NA,0,NA,2
2020-04-08,"11:40:00",2,1,10,NA,0,NA,2
2020-04-07,"23:05:00",8,9,7,NA,4,NA,2
2020-04-06,"17:15:00",0,6,3,NA,9,NA,2
2020-04-10,"00:35:00",5,10,1,NA,4,NA,2
2020-04-09,"13:35:00",10,3,7,NA,0,NA,2
2020-04-08,"01:00:00",0,4,9,NA,8,NA,2
2020-04-08,"14:15:00",8,5,7,NA,7,NA,2
2020-04-09,"07:50:00",10,6,10,NA,1,NA,2
2020-04-06,"19:45:00",5,3,9,NA,8,NA,2
2020-04-06,"03:15:00",6,7,7,NA,9,0,2
2020-04-07,"14:05:00",10,8,10,0,10,1,2
2020-04-08,"23:30:00",10,4,8,NA,10,NA,2
2020-04-08,"10:25:00",10,1,10,NA,6,NA,2
2020-04-09,"11:05:00",10,9,3,NA,4,0,2
2020-04-10,"02:20:00",9,4,9,NA,10,0,2
2020-04-08,"10:35:00",4,7,0,NA,8,NA,2
2020-04-06,"16:05:00",4,3,9,NA,10,NA,2
2020-04-10,"06:05:00",2,2,7,NA,9,NA,2
2020-04-08,"21:00:00",4,7,10,NA,6,NA,2
2020-04-09,"16:50:00",0,4,5,NA,4,NA,2
2020-04-09,"12:35:00",8,4,5,NA,7,NA,2
2020-04-10,"20:10:00",1,8,5,NA,10,0,2
2020-04-07,"11:25:00",7,0,9,NA,0,NA,2
2020-04-09,"12:40:00",10,7,5,NA,4,NA,2
2020-04-07,"19:55:00",4,7,2,NA,3,NA,2
2020-04-07,"23:25:00",1,10,0,NA,4,NA,2
2020-04-07,"03:40:00",0,8,4,NA,10,NA,2
2020-04-07,"17:15:00",9,5,8,NA,10,NA,2
2020-04-10,"17:50:00",5,10,6,NA,9,NA,2
2020-04-07,"11:05:00",1,0,1,NA,9,NA,2
2020-04-07,"05:30:00",10,0,5,NA,6,NA,2
2020-04-08,"22:00:00",8,9,6,NA,1,NA,2
2020-04-07,"07:00:00",1,10,7,7,3,NA,2
2020-04-08,"08:50:00",6,8,4,NA,2,0,2
2020-04-10,"04:05:00",0,10,10,NA,8,NA,2
2020-04-07,"03:40:00",0,7,7,NA,5,0,2
2020-04-08,"03:10:00",2,8,10,NA,0,NA,2
2020-04-09,"01:15:00",10,2,6,0,6,NA,2
2020-04-08,"17:30:00",10,4,8,NA,7,1,2
2020-04-10,"21:00:00",0,6,0,NA,8,NA,2
2020-04-09,"09:40:00",7,0,3,NA,2,0,2
2020-04-09,"16:50:00",2,7,6,NA,8,NA,2
2020-04-10,"20:00:00",7,8,8,NA,6,NA,2
2020-04-08,"01:45:00",5,5,5,NA,10,NA,2
2020-04-07,"18:40:00",4,4,4,NA,4,NA,2
2020-04-06,"05:15:00",0,3,10,NA,8,NA,2
2020-04-06,"22:05:00",7,9,8,NA,10,NA,2
2020-04-07,"04:30:00",9,5,9,NA,5,NA,2
2020-04-06,"22:00:00",8,8,10,NA,9,NA,2
2020-04-09,"18:35:00",1,3,9,NA,4,NA,2
2020-04-08,"16:20:00",3,7,9,NA,7,NA,2
2020-04-09,"08:05:00",2,10,5,NA,0,NA,2
2020-04-10,"02:25:00",2,10,10,1,4,NA,2
2020-04-07,"03:40:00",5,6,0,NA,8,NA,2
2020-04-07,"15:05:00",7,10,1,NA,1,NA,2
2020-04-09,"13:00:00",1,3,2,NA,1,NA,2
2020-04-07,"23:10:00",5,9,9,NA,7,NA,2
2020-04-06,"03:30:00",3,1,7,NA,9,NA,2
2020-04-08,"04:10:00",9,5,7,NA,8,NA,2
2020-04-10,"13:00:00",5,2,10,NA,7,NA,2
2020-04-08,"01:05:00",10,6,4,3,5,NA,2
2020-04-07,"15:50:00",6,8,5,NA,5,NA,2
2020-04-10,"22:45:00",3,1,2,NA,9,NA,2
2020-04-09,"05:20:00",6,9,2,NA,4,NA,2
2020-04-07,"19:55:00",7,9,4,NA,8,1,2
2020-04-06,"12:15:00",5,9,10,NA,1,NA,2
2020-04-09,"22:35:00",6,5,10,NA,7,NA,2
2020-04-09,"13:00:00",10,7,0,NA,1,NA,2
2020-04-10,"14:40:00",9,10,5,NA,9,1,2
2020-04-07,"02:05:00",9,10,10,NA,5,NA,2
2020-04-06,"13:45:00",5,6,8,NA,1,NA,2
2020-04-09,"14:55:00",7,4,5,NA,3,NA,2
2020-04-07,"00:25:00",5,3,1,NA,0,NA,2
2020-04-06,"21:10:00",3,8,8,NA,2,NA,2
2020-04-07,"14:25:00",10,7,8,NA,10,NA,2
2020-04-10,"02:00:00",10,10,4,NA,10,NA,2
2020-04-08,"16:45:00",10,10,0,NA,7,NA,2
2020-04-06,"05:30:00",3,9,5,NA,9,NA,2
2020-04-08,"07:40:00",4,10,7,NA,4,NA,2
2020-04-09,"10:05:00",0,9,1,NA,9,NA,2
2020-04-08,"16:35:00",1,4,6,NA,1,NA,2
2020-04-08,"20:40:00",3,7,8,NA,2,NA,2
2020-04-07,"03:00:00",9,7,10,NA,3,NA,2
2020-04-10,"05:45:00",3,4,8,NA,6,NA,2
2020-04-08,"19:20:00",3,10,7,NA,8,NA,2
2020-04-09,"13:35:00",8,6,5,NA,5,NA,2
2020-04-10,"21:50:00",10,2,8,NA,6,NA,2
2020-04-08,"03:25:00",8,7,1,NA,1,NA,2
2020-04-10,"09:45:00",3,9,6,NA,0,NA,2
2020-04-06,"00:50:00",8,10,10,NA,0,0,2
2020-04-06,"04:00:00",9,10,0,NA,10,NA,2
2020-04-08,"22:50:00",4,3,10,NA,1,NA,2
2020-04-07,"13:20:00",0,0,5,NA,10,NA,2
2020-04-07,"05:50:00",10,7,5,NA,10,NA,2
2020-04-07,"09:20:00",6,5,10,NA,5,NA,2
2020-04-07,"14:15:00",10,7,3,NA,10,NA,2
2020-04-09,"15:30:00",8,0,4,NA,7,0,2
2020-04-08,"20:20:00",6,3,6,NA,7,NA,2
2020-04-09,"22:40:00",3,10,10,NA,0,1,2
2020-04-10,"03:35:00",8,1,5,NA,4,NA,2
2020-04-10,"05:10:00",10,0,3,NA,4,NA,2
2020-04-08,"01:45:00",2,8,8,NA,3,NA,2
2020-04-08,"02:35:00",8,2,7,NA,8,NA,2
2020-04-10,"15:10:00",8,10,7,NA,7,NA,2
2020-04-09,"07:25:00",8,4,10,NA,7,NA,2
2020-04-06,"09:40:00",2,10,8,NA,4,1,2
2020-04-08,"17:05:00",5,3,10,NA,2,NA,2
2020-04-07,"18:45:00",10,5,8,NA,2,NA,2
2020-04-10,"22:30:00",6,9,10,NA,2,NA,2
2020-04-06,"01:40:00",5,3,6,NA,4,NA,2
2020-04-09,"01:30:00",8,4,7,NA,10,NA,2
2020-04-09,"14:50:00",5,3,8,NA,1,NA,2
2020-04-07,"10:40:00",8,3,2,NA,2,NA,2
2020-04-10,"20:50:00",2,7,3,NA,4,NA,2
2020-04-10,"07:10:00",10,6,4,NA,4,NA,2
2020-04-10,"13:55:00",0,10,4,NA,10,NA,2
2020-04-06,"02:20:00",2,4,4,NA,2,0,2
2020-04-08,"20:25:00",10,8,10,NA,7,NA,2
2020-04-07,"11:20:00",10,8,4,NA,10,NA,2
2020-04-10,"05:55:00",0,1,1,NA,3,NA,2
2020-04-09,"03:55:00",2,1,2,NA,2,NA,2
2020-04-08,"16:40:00",9,5,5,NA,1,NA,2
2020-04-06,"13:45:00",0,10,6,NA,7,NA,2
2020-04-08,"16:50:00",8,0,6,NA,0,1,2
2020-04-09,"03:50:00",9,9,9,NA,10,NA,2
2020-04-10,"18:45:00",0,4,10,NA,10,NA,2
2020-04-08,"22:10:00",4,6,10,NA,4,NA,2
2020-04-10,"20:05:00",4,3,2,NA,4,NA,2
2020-04-10,"19:25:00",3,2,5,NA,9,NA,2
2020-04-09,"06:00:00",5,3,0,NA,5,NA,2
2020-04-08,"12:45:00",10,0,10,NA,10,NA,2
2020-04-08,"07:55:00",2,5,9,NA,4,NA,2
2020-04-10,"10:50:00",10,10,1,NA,9,NA,2
2020-04-06,"03:25:00",4,0,1,NA,3,NA,2
2020-04-06,"13:40:00",0,2,1,NA,10,NA,2
2020-04-06,"12:15:00",5,10,8,NA,2,NA,2
2020-04-09,"18:50:00",9,2,3,NA,10,NA,2
2020-04-07,"16:45:00",5,8,3,NA,1,NA,2
2020-04-09,"04:35:00",10,8,2,NA,10,NA,2
2020-04-09,"00:25:00",7,0,10,NA,10,NA,2
2020-04-07,"22:20:00",10,8,3,NA,5,NA,2
2020-04-08,"15:45:00",10,7,3,NA,3,NA,2
2020-04-09,"05:25:00",7,1,0,NA,5,NA,2
2020-04-10,"16:55:00",1,10,8,NA,7,NA,2
2020-04-08,"21:05:00",10,6,10,NA,10,NA,2
2020-04-09,"01:45:00",10,6,9,NA,3,NA,2
2020-04-06,"08:10:00",2,2,10,NA,8,NA,2
2020-04-10,"18:15:00",8,2,10,NA,5,NA,2
2020-04-08,"15:20:00",7,1,4,NA,7,NA,2
2020-04-10,"00:10:00",8,3,10,NA,8,NA,2
2020-04-06,"06:00:00",1,9,8,NA,3,NA,2
2020-04-08,"02:30:00",3,5,0,NA,10,NA,2
2020-04-07,"06:50:00",2,10,3,NA,9,NA,2
2020-04-07,"08:00:00",8,5,0,NA,5,NA,2
2020-04-09,"23:00:00",7,2,8,NA,5,NA,2
2020-04-09,"02:50:00",1,1,3,NA,4,NA,2
2020-04-08,"04:45:00",10,6,0,NA,3,NA,2
2020-04-06,"01:15:00",10,2,10,NA,8,NA,2
2020-04-10,"19:45:00",9,10,8,NA,10,NA,2
2020-04-10,"19:25:00",6,9,1,NA,9,NA,2
2020-04-07,"02:05:00",10,5,6,NA,10,NA,2
2020-04-06,"05:00:00",0,1,0,NA,8,NA,2
2020-04-08,"15:35:00",8,4,6,NA,0,NA,2
2020-04-10,"18:10:00",4,3,5,NA,10,0,2
2020-04-10,"13:15:00",6,3,2,NA,10,NA,2
2020-04-08,"22:10:00",6,1,3,NA,4,NA,2
2020-04-07,"12:25:00",1,5,5,NA,2,NA,2
2020-04-07,"15:35:00",10,4,3,NA,5,NA,2
2020-04-10,"11:45:00",10,3,7,NA,9,NA,2
2020-04-08,"11:00:00",10,9,10,NA,10,NA,2
2020-04-06,"15:45:00",3,3,10,NA,10,NA,2
2020-04-07,"05:50:00",0,7,6,NA,2,NA,2
2020-04-07,"09:15:00",10,8,0,NA,5,NA,2
2020-04-06,"14:50:00",7,4,4,NA,1,NA,2
2020-04-08,"07:35:00",1,3,8,NA,10,0,2
2020-04-10,"13:55:00",7,2,4,NA,9,1,2
2020-04-09,"08:15:00",1,9,9,NA,8,NA,2
2020-04-06,"08:40:00",5,9,2,NA,8,NA,2
2020-04-06,"00:40:00",5,4,2,NA,3,NA,2
2020-04-07,"09:10:00",10,9,8,NA,6,NA,2
2020-04-07,"19:30:00",6,5,3,NA,2,NA,2
2020-04-09,"21:15:00",7,3,10,NA,5,0,2
2020-04-10,"20:00:00",9,4,4,NA,8,NA,2
2020-04-07,"22:30:00",7,4,3,NA,2,0,2
2020-04-09,"10:25:00",8,9,4,NA,5,NA,2
2020-04-10,"23:25:00",9,1,2,NA,0,NA,2
2020-04-09,"17:30:00",4,3,9,NA,7,NA,2
2020-04-09,"04:20:00",5,1,8,NA,10,NA,2
2020-04-06,"09:20:00",8,8,1,NA,0,NA,2
2020-04-07,"14:45:00",10,10,0,NA,8,NA,2
2020-04-10,"13:35:00",6,2,3,NA,9,NA,2
2020-04-07,"00:05:00",8,10,8,NA,10,NA,2
2020-04-10,"05:15:00",5,8,3,NA,2,NA,2
2020-04-09,"11:35:00",8,10,9,NA,4,NA,2
2020-04-07,"20:00:00",8,10,4,NA,1,NA,2
2020-04-08,"15:30:00",4,1,10,NA,0,NA,2
2020-04-08,"17:10:00",5,10,8,NA,1,NA,2
2020-04-09,"13:40:00",2,6,10,NA,9,NA,2
2020-04-08,"14:00:00",1,9,9,NA,9,NA,2
2020-04-06,"16:00:00",10,10,9,NA,10,0,2
2020-04-09,"20:50:00",1,1,10,NA,4,NA,2
2020-04-08,"00:45:00",7,1,9,NA,1,NA,2
2020-04-10,"19:35:00",9,1,9,NA,8,NA,2
2020-04-07,"10:00:00",7,4,4,NA,8,NA,2
2020-04-07,"07:35:00",0,9,1,NA,9,NA,2
2020-04-07,"16:00:00",6,4,5,NA,10,NA,2
2020-04-08,"20:40:00",3,10,4,NA,2,NA,2
2020-04-10,"11:25:00",2,7,5,NA,1,NA,2
2020-04-06,"21:10:00",10,0,8,3,6,NA,2
2020-04-07,"09:35:00",1,1,7,NA,2,NA,2
2020-04-08,"21:50:00",1,7,0,NA,5,NA,2
2020-04-08,"06:30:00",10,7,6,NA,3,NA,2
2020-04-08,"05:40:00",0,6,1,NA,1,NA,2
2020-04-10,"02:30:00",7,2,1,NA,7,NA,2
2020-04-10,"14:50:00",9,10,9,NA,9,NA,2
2020-04-08,"09:45:00",7,9,4,NA,8,NA,2
2020-04-09,"10:30:00",9,2,5,NA,1,NA,2
2020-04-10,"00:10:00",0,10,10,NA,9,1,2
2020-04-08,"14:10:00",3,2,1,NA,9,NA,2
2020-04-07,"11:20:00",9,7,5,NA,0,NA,2
2020-04-09,"04:35:00",6,1,9,NA,2,NA,2
2020-04-08,"22:15:00",4,10,5,NA,0,NA,2
2020-04-10,"12:10:00",8,6,3,NA,0,NA,2
2020-04-06,"06:15:00",1,7,7,NA,1,NA,2
2020-04-10,"13:15:00",10,6,1,NA,9,NA,2
2020-04-08,"16:10:00",10,2,10,NA,5,NA,2
2020-04-06,"01:55:00",4,1,7,NA,4,NA,2
2020-04-07,"17:20:00",5,8,0,NA,5,NA,2
2020-04-09,"14:55:00",4,3,6,NA,4,NA,2
2020-04-08,"10:35:00",10,0,6,NA,10,1,2
2020-04-10,"21:35:00",2,8,5,NA,9,NA,2
2020-04-08,"02:45:00",10,9,3,NA,10,NA,2
2020-04-07,"15:10:00",10,7,10,NA,2,NA,2
2020-04-10,"02:35:00",6,9,10,NA,5,NA,2
2020-04-08,"17:45:00",3,2,0,NA,4,NA,2
2020-04-09,"09:55:00",9,3,6,NA,6,NA,2
2020-04-10,"00:40:00",2,1,4,NA,4,NA,2
2020-04-09,"08:35:00",2,9,7,NA,1,NA,2
2020-04-08,"02:40:00",3,10,5,0,9,NA,2
2020-04-06,"15:00:00",0,3,4,NA,8,1,2
2020-04-08,"21:40:00",10,5,8,NA,6,NA,2
2020-04-10,"11:40:00",0,4,3,NA,6,NA,2
2020-04-08,"02:15:00",6,10,7,NA,7,NA,2
2020-04-10,"13:15:00",4,3,7,NA,6,NA,2
2020-04-08,"12:25:00",3,2,10,NA,0,NA,2
2020-04-09,"02:30:00",0,6,8,NA,4,0,2
2020-04-10,"04:00:00",10,0,3,NA,3,1,2
2020-04-08,"19:45:00",0,9,10,NA,7,NA,2
2020-04-06,"10:55:00",8,8,1,NA,9,NA,2
2020-04-10,"21:45:00",8,0,8,NA,9,1,2
2020-04-07,"05:30:00",9,8,5,NA,10,NA,2
2020-04-09,"13:15:00",2,10,10,NA,10,NA,2
2020-04-08,"12:35:00",10,4,4,NA,2,NA,2
2020-04-08,"09:25:00",4,3,4,NA,9,1,2
2020-04-07,"05:15:00",10,6,1,NA,6,NA,2
2020-04-09,"14:40:00",4,8,1,NA,0,NA,2
2020-04-06,"13:30:00",9,4,8,NA,2,NA,2
2020-04-10,"22:50:00",10,2,8,NA,6,NA,2
2020-04-10,"05:25:00",10,4,3,NA,8,NA,2
2020-04-08,"16:10:00",8,5,2,NA,7,NA,2
2020-04-08,"02:55:00",5,7,6,NA,1,NA,2
2020-04-07,"10:25:00",8,2,3,NA,1,NA,2
2020-04-08,"12:10:00",2,3,0,NA,0,NA,2
2020-04-10,"09:30:00",6,1,0,NA,1,NA,2
2020-04-07,"09:00:00",6,9,5,NA,4,NA,2
2020-04-08,"12:05:00",10,10,8,NA,1,NA,2
2020-04-07,"04:10:00",0,6,7,NA,10,0,2
2020-04-07,"16:25:00",10,10,5,NA,0,NA,2
2020-04-06,"22:50:00",10,1,8,NA,10,NA,2
2020-04-10,"22:50:00",1,6,10,NA,3,1,2
2020-04-08,"20:35:00",5,5,10,NA,8,NA,2
2020-04-09,"15:55:00",3,0,0,NA,10,NA,2
2020-04-06,"11:45:00",3,7,10,NA,10,NA,2
2020-04-07,"19:55:00",4,7,1,NA,4,NA,2
2020-04-10,"11:05:00",10,5,2,NA,9,NA,2
2020-04-06,"10:10:00",1,10,0,NA,1,1,2
2020-04-06,"19:50:00",2,9,8,NA,4,NA,2
2020-04-09,"03:05:00",4,1,2,NA,10,NA,2
2020-04-09,"02:45:00",8,0,8,9,10,NA,2
2020-04-10,"04:35:00",1,3,0,NA,6,NA,2
2020-04-10,"16:15:00",3,9,6,NA,4,NA,2
2020-04-06,"17:00:00",0,8,10,NA,10,NA,2
2020-04-07,"07:05:00",7,3,6,NA,2,NA,2
2020-04-08,"03:20:00",8,2,6,NA,7,NA,2
2020-04-06,"00:05:00",10,10,3,NA,10,0,2
2020-04-06,"08:25:00",2,1,4,NA,4,NA,2
2020-04-07,"03:10:00",1,1,3,NA,10,NA,2
2020-04-08,"09:45:00",6,8,10,NA,2,NA,2
2020-04-07,"06:10:00",8,6,0,NA,10,NA,2
2020-04-10,"09:10:00",2,1,3,NA,5,NA,2
2020-04-07,"14:55:00",10,10,6,NA,9,1,2
2020-04-10,"14:55:00",10,0,10,NA,2,0,2
2020-04-10,"21:00:00",8,0,10,NA,10,NA,2
2020-04-08,"06:00:00",1,3,6,NA,9,1,2
2020-04-07,"03:15:00",7,8,6,NA,6,NA,2
2020-04-07,"11:00:00",9,6,5,NA,5,NA,2
2020-04-09,"21:10:00",10,2,9,NA,8,NA,2
2020-04-07,"08:50:00",10,8,0,NA,10,NA,2
2020-04-07,"21:40:00",4,1,1,NA,10,NA,2
2020-04-08,"09:25:00",9,8,4,NA,8,NA,2
2020-04-08,"21:00:00",4,2,7,NA,7,NA,2
2020-04-10,"23:30:00",10,9,2,NA,8,NA,2
2020-04-07,"03:50:00",2,10,10,NA,8,NA,2
2020-04-07,"18:25:00",4,7,6,NA,0,1,2
2020-04-07,"07:35:00",7,8,0,NA,1,NA,2
2020-04-07,"19:20:00",3,9,1,NA,9,NA,2
2020-04-06,"12:05:00",4,0,1,NA,9,NA,2
2020-04-07,"19:10:00",7,1,0,NA,7,1,2
2020-04-10,"10:35:00",0,1,1,NA,8,NA,2
2020-04-07,"11:50:00",4,1,5,NA,10,0,2
2020-04-07,"20:40:00",4,2,0,NA,5,NA,2
2020-04-10,"17:20:00",10,8,6,NA,2,NA,2
2020-04-09,"15:25:00",8,7,1,NA,8,NA,2
2020-04-08,"14:00:00",10,6,0,NA,8,NA,2
2020-04-09,"21:15:00",7,1,5,NA,10,NA,2
2020-04-06,"14:45:00",8,8,6,NA,7,0,2
2020-04-08,"07:45:00",5,1,8,NA,3,NA,2
2020-04-06,"14:10:00",10,7,6,NA,6,NA,2
2020-04-07,"04:00:00",6,4,0,NA,0,NA,2
2020-04-06,"17:00:00",10,8,9,NA,5,NA,2
2020-04-07,"19:25:00",2,8,1,9,0,NA,2
2020-04-07,"21:50:00",10,4,7,NA,9,1,2
2020-04-10,"17:40:00",8,0,5,NA,1,NA,2
2020-04-07,"07:40:00",8,7,5,NA,8,NA,2
2020-04-08,"08:40:00",8,9,0,NA,3,NA,2
2020-04-10,"01:20:00",0,2,0,NA,6,NA,2
2020-04-10,"01:50:00",0,0,1,NA,10,NA,2
2020-04-09,"18:00:00",1,6,10,NA,9,NA,2
2020-04-07,"10:30:00",0,10,5,NA,4,NA,2
2020-04-08,"11:25:00",5,8,10,NA,0,NA,2
2020-04-06,"22:20:00",8,5,6,NA,3,1,2
2020-04-06,"22:35:00",10,7,4,NA,3,0,2
2020-04-08,"04:20:00",3,9,8,NA,5,1,2
2020-04-09,"16:40:00",0,3,9,NA,6,NA,2
2020-04-08,"15:10:00",4,5,5,NA,0,NA,2
2020-04-10,"10:25:00",2,10,10,NA,5,1,2
2020-04-10,"03:45:00",1,10,5,NA,4,NA,2
2020-04-06,"03:50:00",9,0,8,NA,9,NA,2
2020-04-08,"20:15:00",8,3,9,NA,0,NA,2
2020-04-09,"01:05:00",9,10,1,NA,2,NA,2
2020-04-10,"19:25:00",4,0,2,NA,10,NA,2
2020-04-06,"02:45:00",10,8,8,2,4,NA,2
2020-04-08,"15:45:00",1,4,5,NA,5,1,2
2020-04-07,"00:35:00",6,8,6,NA,1,1,2
2020-04-06,"06:25:00",1,3,7,NA,0,0,2
2020-04-08,"22:30:00",2,0,10,NA,7,NA,2
2020-04-09,"20:45:00",3,9,2,NA,6,NA,2
2020-04-09,"21:00:00",0,6,4,NA,3,NA,2
2020-04-06,"03:40:00",4,3,6,NA,8,1,2
2020-04-08,"00:50:00",5,10,0,NA,1,NA,2
2020-04-06,"05:20:00",10,3,3,NA,2,NA,2
2020-04-07,"05:45:00",3,0,3,NA,6,0,2
2020-04-06,"23:10:00",8,6,6,NA,0,NA,2
2020-04-07,"01:50:00",7,5,3,NA,5,1,2
2020-04-07,"16:40:00",10,2,9,NA,4,NA,2
2020-04-07,"09:15:00",8,5,10,NA,0,NA,2
2020-04-10,"19:30:00",9,1,1,NA,5,1,2
2020-04-07,"18:15:00",10,1,7,NA,8,0,2
2020-04-10,"11:20:00",8,8,3,NA,6,0,2
2020-04-06,"21:45:00",10,9,3,NA,2,NA,2
2020-04-09,"19:40:00",2,4,3,NA,2,NA,2
2020-04-06,"07:20:00",5,0,9,NA,3,NA,2
2020-04-08,"07:30:00",3,9,1,NA,6,NA,2
2020-04-06,"00:40:00",7,8,1,NA,2,1,2
2020-04-10,"01:15:00",6,4,0,NA,2,NA,2
2020-04-10,"18:05:00",3,7,6,NA,7,NA,2
2020-04-06,"04:15:00",5,5,9,NA,8,NA,2
2020-04-10,"16:05:00",10,7,9,NA,10,NA,2
2020-04-09,"20:50:00",5,4,8,NA,6,NA,2
2020-04-07,"19:05:00",4,3,10,NA,0,NA,2
2020-04-10,"13:05:00",3,1,10,NA,8,NA,2
2020-04-07,"11:35:00",2,9,8,NA,0,NA,2
2020-04-08,"01:05:00",1,10,1,NA,10,NA,2
2020-04-06,"11:35:00",9,1,8,NA,8,NA,2
2020-04-09,"06:50:00",6,8,4,NA,0,NA,2
2020-04-06,"03:35:00",10,0,3,NA,9,NA,2
2020-04-08,"10:10:00",0,6,9,NA,10,NA,2
2020-04-09,"10:00:00",0,5,4,NA,9,0,2
2020-04-10,"02:35:00",6,6,8,NA,4,NA,2
2020-04-06,"18:00:00",3,0,9,NA,7,NA,2
2020-04-09,"18:30:00",9,10,3,NA,7,NA,2
2020-04-09,"14:15:00",8,4,9,NA,7,NA,2
2020-04-08,"19:10:00",3,6,9,NA,0,1,2
2020-04-08,"22:10:00",10,4,0,NA,3,NA,2
2020-04-06,"10:55:00",3,1,7,NA,10,NA,2
2020-04-09,"00:05:00",10,0,1,NA,2,1,2
2020-04-07,"21:45:00",7,9,0,NA,10,NA,2
2020-04-10,"08:05:00",9,10,8,NA,10,NA,2
2020-04-07,"13:35:00",4,4,1,NA,4,1,2
2020-04-08,"21:10:00",10,3,5,NA,5,NA,2
2020-04-08,"03:10:00",8,9,10,NA,5,NA,2
2020-04-10,"09:10:00",6,8,3,NA,2,NA,2
2020-04-07,"06:30:00",6,3,10,NA,4,NA,2
2020-04-06,"09:25:00",7,7,9,NA,8,1,2
2020-04-09,"17:50:00",2,7,9,NA,0,NA,2
2020-04-08,"01:35:00",5,3,0,NA,0,NA,2
2020-04-08,"22:40:00",4,2,3,NA,1,NA,2
2020-04-06,"03:10:00",10,4,5,NA,10,NA,2
2020-04-10,"18:15:00",10,7,5,NA,10,NA,2
2020-04-10,"09:20:00",10,7,1,NA,4,NA,2
2020-04-09,"02:50:00",10,10,3,NA,9,NA,2
2020-04-06,"02:05:00",0,9,5,NA,10,NA,2
2020-04-07,"21:20:00",5,6,10,NA,1,NA,2
2020-04-10,"21:25:00",9,9,1,NA,10,NA,2
2020-04-09,"09:45:00",6,7,0,NA,3,NA,2
2020-04-06,"19:20:00",6,10,10,NA,8,NA,2
2020-04-08,"07:15:00",10,9,3,NA,8,NA,2
